img_id,iou
0e21d7b3eea8cdbbed60d51d72f4f8c1974c5d76a8a3893a7d5835c85284132e,0.7514035481697732
7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23,0.9389078900813775
cf26c41245febfe67c2a1682cc4ee8752ee40ae3e49610314f45923b8bf5b08a,0.8496415770609319
f7eaaf420b5204c4a42577428b7cd897a53ef07b759ccbba3ed30a3548ca5605,0.917940876656473
6af82abb29539000be4696884fc822d3cafcb2105906dc7582c92dccad8948c5,0.8204493918779633
14cc1424c59808274e123db51292e9dbb5b037ef3e7c767a8c45c9ac733b91bf,0.9411147540983607
212b858a66f0d23768b8e3e1357704fc2f4cf4bbe7eed8cd59b5d01031d553e6,0.7929607027636335
a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c,0.8038313629084084
45cc00f2ef95da6698bf590663e319d7c0ed4fb99d42dd3cf4060887da74fb81,0.9522213654427902
0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e,0.4772065955383123
d2815f2f616d92be35c7e8dcfe592deec88516aef9ffc9b21257f52b7d6d0354,0.7602674307545367
29780b28e6a75fac7b96f164a1580666513199794f1b19a5df8587fe0cb59b67,0.845674740484429
d2ce593bddf9998ce3b76328c0151d0ba4b644c293aca7f6254e521c448b305f,0.8646884272997033
76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1,0.7869195454203357
cbca32daaae36a872a11da4eaff65d1068ff3f154eedc9d3fc0c214a4e5d32bd,0.7349389747762408
b1eb0123fe2d8c825694b193efb7b923d95effac9558ee4eaf3116374c2c94fe,0.7002412545235223
20b20ab049372d184c705acebe7af026d3580f5fd5a72ed796e3622e1685af2f,0.29885991280093155
aa47f0b303b1d525b52452ae3a8553b2d61d719a28aee547e2ef1fc6730a078f,0.7732030704815074
958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f,0.797525899374918
a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb,0.7960691873984647
4185b9369fc8bdcc7e7c68f2129b9a7442237cd0f836a4b6d13ef64bf0ef572a,0.8800443108086723
813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97,0.8637226970560304
fe80a2cf3c93dafad8c364fdd1646b0ba4db056cdb7bdb81474f957064812bba,0.9057526318415406
1d4a5e729bb96b08370789cad0791f6e52ce0ffe1fcc97a04046420b43c851dd,0.8260869565217391
6bc8cda54f5b66a2a27d962ac219f8075bf7cc43b87ba0c9e776404370429e80,0.9266300920670955
1d02c4b5921e916b9ddfb2f741fd6cf8d0e571ad51eb20e021c826b5fb87350e,0.8161112809538368
5afb7932e9c7328f4fb1d7a8166a3699d6cdc5192b93758a75e9956f1513c5a3,0.7585681398138842
57b49733c5a3c268b013553635a826e6a1b10e699bbd19c3b842375fe0adf344,0.9367715374558402
5d58600efa0c2667ec85595bf456a54e2bd6e6e9a5c0dff42d807bc9fe2b822e,0.1484545572563228
564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92,0.8392229417206291
f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,0.2815791080313807
bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d,0.6940632972488451
514ccfc78cb55988a238d3ac9dc83460aa88382c95d56bcc0559962d9fe481ef,0.8953597742592883
f952cc65376009cfad8249e53b9b2c0daaa3553e897096337d143c625c2df886,0.6654926821632621
