img_id,iou
ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548,0.8198221929535726
3d0ca3498d97edebd28dbc7035eced40baa4af199af09cbb7251792accaa69fe,0.8859934853420195
ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,0.9484287262338685
7b38c9173ebe69b4c6ba7e703c0c27f39305d9b2910f46405993d2ea7a963b80,0.0
9bb6e39d5f4415bc7554842ee5d1280403a602f2ba56122b87f453a62d37c06e,0.65300736904999
150b0ffa318c87b31d78af0e87d60390dbcd84b5f228a8c1fb3225cbe5df3e3f,0.761706533682698
52a4ac5a875be7a6c886035d54fb63f5f397dc43508c4831898f6b2f8debc7f3,0.5530534351145038
4ee5850b63549794eb3ecd3d5f5673164ac16936e36ecc3700da886e3b616149,0.8767139087933794
2abc40c118bc7303592c8bb95a80361e27560854b8971ab34dcf91966575b1f2,0.8145248380129589
c96109cbebcf206f20035cbde414e43872074eee8d839ba214feed9cd36277a1,0.9277179487179488
1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e,0.9330390252516334
f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f,0.8724584103512015
3441821ebea04face181c9e2f4d0d09727c764827ac51b9e7fbadbebabeab225,0.9211937694064513
e4ae1ceddb279bac30273ca7ac480025ce2e7287328f5272234b5bbca6d13135,0.8680363492690636
708eb41a3fc8f2b6cd1f529cdf38dc4ad5d5f00ad30bdcba92884f37ff78d614,0.7873008849557522
63d981a107091e1e3059102ce08870744dde173afe324bc2274c17d42f661778,0.9420451172454735
ce37f6dd0615d45e66e41a8f2ed6fbc0bbe3103a290394ad474207507710eacc,0.7662665824384081
f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7,0.793134025842412
f4faa3a409014db1865074c5f66a0255f71ae3faba03265da0b3b91f68e8a8f0,0.8880597014925373
c44ed955eb2e5c8d820b01477e122b32eff6dd475343e11229c33d8af3473b22,0.7679224065223503
6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1,0.9584692969445269
94a5a37c3b1153d5c5aef2eca53c960b9f21f2ef1758209d7ec502ec324b03a3,0.870420017873101
3bfd6bb152310f93daa6f4e1867c10572946e874b3a30c9ba8e0fcdeb590300b,0.7842712131664531
4829177d0b36abdd92c4ef0c7834cbc49f95232076bdd7e828f1f7cbb5ed80ec,0.8766928011404134
8a65e41c630d85c0004ce1772ff66fbc87aca34cb165f695255b39343fcfc832,0.7329286798179059
8ecdb93582b2d5270457b36651b62776256ade3aaa2d7432ae65c14f07432d49,0.8785046728971962
c901794d1a421d52e5734500c0a2a8ca84651fb93b19cec2f411855e70cae339,0.9178572132342798
a7a581e6760df4701941670e73d72533e3b0fbd7563488ad92772b41f7709710,0.7832291680034907
aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615,0.8782816229116945
2ab91a4408860ae8339689ed9f87aa9359de1bdd4ca5c2eab7fff7724dbd6707,0.7707200348053078
b7a86f4968071e0f963fa87ef314fdd1b6c73a66355431cc53a37e193ba6be9b,0.8940998487140696
8b77284d6f37ab3fc826139ebadaec3b9d81c552fe525c3547bbbd6c65ac0d83,0.8592342342342343
317832f90f02c5e916b2ac0f3bcb8da9928d8e400b747b2c68e544e56adacf6b,0.8743006340917568
